# Voodoo Trace - Frame 49
# Format: <CMD> <timestamp> <addr> [register_name] <data> [(float_value)] [xN]
# Fixed-point formats: S12.4 (vertices), S18.14 (RGBA), S20.12 (Z), S14.18 (S/T), S2.30 (W)
#
RREG_L               54 0x000000 status           0x1f89b3bf
WREG_L           542763 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L           542763 0x2000d8 fdAdY            0x00000000 (0.000000)
WREG_L           542788 0x2000dc fstartS          0x3da15aee (0.078787)
WREG_L           542810 0x2000e0 fdSdX            0x3b3e6e38 (0.002906)
WREG_L           542810 0x2000e4 fdSdY            0x3aa2552e (0.001239)
WREG_L           542835 0x2000e8 fstartT          0x3e26775e (0.162565)
WREG_L           542857 0x2000ec fdTdX            0xbc94e196 (-0.018174)
WREG_L           542857 0x2000f0 fdTdY            0xbbd39479 (-0.006457)
WREG_L           542882 0x2000f4 fstartW          0x3a8135b8 (0.000986)
WREG_L           542904 0x2000f8 fdWdX            0xb78b5ea2 (-0.000017)
WREG_L           542904 0x2000fc fdWdY            0xb68ecbee (-0.000004)
WTEX_L           542932 0xe20000 0x00000000
WREG_L           542970 0x200100 ftriangleCMD     0xc1334000
WREG_L           543017 0x000110 fbzMode          0x000b4379
WREG_L           543124 0x00008c fvertexAy        0x49401023
WREG_L           543124 0x000090 fvertexBx        0x49400da4
WREG_L           543124 0x000094 fvertexBy        0x49401023
WREG_L           543124 0x00009c fvertexCy        0x49401051
WREG_L           543238 0x000088 fvertexAx        0x49400d94
WREG_L           543238 0x000098 fvertexCx        0x49400d8f
WREG_L           543311 0x2000a0 fstartR          0x423c2183 (47.032726)
WREG_L           543345 0x2000ac fstartG          0x423c2183 (47.032726)
WREG_L           543379 0x2000b8 fstartB          0x423c2183 (47.032726)
WREG_L           543413 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           543447 0x2000dc fstartS          0x3da6099e (0.081073)
WREG_L           543481 0x2000e8 fstartT          0x3e2b4c05 (0.167282)
WREG_L           543515 0x2000f4 fstartW          0x3a84f59a (0.001014)
WTEX_L           543549 0xe20000 0x00000000
WREG_L           543590 0x0000b0 fstartA          0x00000000
WREG_L           543590 0x0000d0 fdAdX            0x437f0000
WREG_L           543590 0x0000f0 fdAdY            0x41ddbd38
WREG_L           543698 0x000080 triangleCMD      0x40380000
WREG_L           543733 0x000088 fvertexAx        0x49400da4
WREG_L           543733 0x000090 fvertexBx        0x49400d9f
WREG_L           543733 0x000094 fvertexBy        0x49401051
WREG_L           543819 0x2000a0 fstartR          0x423c2183 (47.032726)
WREG_L           543853 0x2000ac fstartG          0x423c2183 (47.032726)
WREG_L           543887 0x2000b8 fstartB          0x423c2183 (47.032726)
WREG_L           543921 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           543955 0x2000dc fstartS          0x3da6099e (0.081073)
WREG_L           543989 0x2000e8 fstartT          0x3e2b4c05 (0.167282)
WREG_L           544023 0x2000f4 fstartW          0x3a84f59a (0.001014)
WTEX_L           544057 0xe20000 0x00000000
WREG_L           544098 0x0000d0 fdAdX            0x437f0000
WREG_L           544098 0x0000f0 fdAdY            0x41ddbd38
WREG_L           544098 0x000080 triangleCMD      0x40380000
WREG_L           544211 0x000110 fbzMode          0x000b4779
WREG_L           544571 0x00010c alphaMode        0x00045110
WREG_L           544701 0x200088 fvertexAx        0x49400dfc (786655.750000)
WREG_L           544776 0x20008c fvertexAy        0x49400f37 (786675.437500)
WREG_L           544776 0x200090 fvertexBx        0x49400df7 (786655.437500)
WREG_L           544776 0x200094 fvertexBy        0x49400f65 (786678.312500)
WREG_L           544776 0x200098 fvertexCx        0x49400d9f (786649.937500)
WREG_L           544776 0x20009c fvertexCy        0x49401051 (786693.062500)
WREG_L           544833 0x2000a0 fstartR          0x42208947 (40.134060)
WREG_L           544855 0x2000a4 fdRdX            0xc1b2fdad (-22.373865)
WREG_L           544855 0x2000a8 fdRdY            0xc1006c8d (-8.026502)
WREG_L           544880 0x2000ac fstartG          0x42208947 (40.134060)
WREG_L           544902 0x2000b0 fdGdX            0xc1b2fdad (-22.373865)
WREG_L           544902 0x2000b4 fdGdY            0xc1006c8d (-8.026502)
WREG_L           544927 0x2000b8 fstartB          0x42208947 (40.134060)
WREG_L           544949 0x2000bc fdBdX            0xc1b2fdad (-22.373865)
WREG_L           544949 0x2000c0 fdBdY            0xc1006c8d (-8.026502)
WREG_L           544974 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           545017 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L           545017 0x2000d8 fdAdY            0x00000000 (0.000000)
WREG_L           545042 0x2000dc fstartS          0x3da15aee (0.078787)
WREG_L           545064 0x2000e0 fdSdX            0x3b385c77 (0.002813)
WREG_L           545064 0x2000e4 fdSdY            0x3a9e545d (0.001208)
WREG_L           545089 0x2000e8 fstartT          0x3e26775e (0.162565)
WREG_L           545111 0x2000ec fdTdX            0xbc8fd1e3 (-0.017556)
WREG_L           545111 0x2000f0 fdTdY            0xbbcce742 (-0.006253)
WREG_L           545136 0x2000f4 fstartW          0x3a8135b8 (0.000986)
WREG_L           545158 0x2000f8 fdWdX            0xb78637e1 (-0.000016)
WREG_L           545158 0x2000fc fdWdY            0xb688004c (-0.000004)
WTEX_L           545186 0xe20000 0x00000000
WREG_L           545224 0x200100 ftriangleCMD     0x41334000
WREG_L           545271 0x000110 fbzMode          0x000b4379
WREG_L           545377 0x00008c fvertexAy        0x49400f37
WREG_L           545377 0x000090 fvertexBx        0x49400dfc
WREG_L           545377 0x000094 fvertexBy        0x49400f37
WREG_L           545377 0x00009c fvertexCy        0x49400f65
WREG_L           545491 0x000088 fvertexAx        0x49400e0c
WREG_L           545491 0x000098 fvertexCx        0x49400e07
WREG_L           545565 0x2000a0 fstartR          0x42208947 (40.134060)
WREG_L           545599 0x2000ac fstartG          0x42208947 (40.134060)
WREG_L           545633 0x2000b8 fstartB          0x42208947 (40.134060)
WREG_L           545667 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           545701 0x2000dc fstartS          0x3da15aee (0.078787)
WREG_L           545735 0x2000e8 fstartT          0x3e26775e (0.162565)
WREG_L           545769 0x2000f4 fstartW          0x3a8135b8 (0.000986)
WTEX_L           545803 0xe20000 0x00000000
WREG_L           545844 0x0000b0 fstartA          0x00000000
WREG_L           545844 0x0000d0 fdAdX            0xc37f0000
WREG_L           545844 0x0000f0 fdAdY            0xc1ddbd38
WREG_L           545943 0x000080 triangleCMD      0xc0380000
WREG_L           545978 0x000088 fvertexAx        0x49400dfc
WREG_L           545978 0x000090 fvertexBx        0x49400df7
WREG_L           545978 0x000094 fvertexBy        0x49400f65
WREG_L           546064 0x2000a0 fstartR          0x42208947 (40.134060)
WREG_L           546098 0x2000ac fstartG          0x42208947 (40.134060)
WREG_L           546132 0x2000b8 fstartB          0x42208947 (40.134060)
WREG_L           546166 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           546200 0x2000dc fstartS          0x3da15aee (0.078787)
WREG_L           546234 0x2000e8 fstartT          0x3e26775e (0.162565)
WREG_L           546268 0x2000f4 fstartW          0x3a8135b8 (0.000986)
WTEX_L           546302 0xe20000 0x00000000
WREG_L           546343 0x0000d0 fdAdX            0xc37f0000
WREG_L           546343 0x0000f0 fdAdY            0xc1ddbd38
WREG_L           546343 0x000080 triangleCMD      0xc0380000
WREG_L           546456 0x000110 fbzMode          0x000b4779
WREG_L           546816 0x00010c alphaMode        0x00045110
WREG_L           546946 0x200088 fvertexAx        0x49400deb (786654.687500)
WREG_L           547021 0x20008c fvertexAy        0x49400eeb (786670.687500)
WREG_L           547021 0x200090 fvertexBx        0x49400d92 (786649.125000)
WREG_L           547021 0x200094 fvertexBy        0x49400fd8 (786685.500000)
WREG_L           547021 0x200098 fvertexCx        0x49400da4 (786650.250000)
WREG_L           547021 0x20009c fvertexCy        0x49401023 (786690.187500)
WREG_L           547078 0x2000a0 fstartR          0x4281b840 (64.859863)
WREG_L           547100 0x2000a4 fdRdX            0xc1351397 (-11.317283)
WREG_L           547100 0x2000a8 fdRdY            0xc05f55ee (-3.489620)
WREG_L           547125 0x2000ac fstartG          0x4281b840 (64.859863)
WREG_L           547147 0x2000b0 fdGdX            0xc1351397 (-11.317283)
WREG_L           547147 0x2000b4 fdGdY            0xc05f55ee (-3.489620)
WREG_L           547172 0x2000b8 fstartB          0x4281b840 (64.859863)
WREG_L           547194 0x2000bc fdBdX            0xc1351397 (-11.317283)
WREG_L           547194 0x2000c0 fdBdY            0xc05f55ee (-3.489620)
WREG_L           547219 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           547262 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L           547262 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L           547287 0x2000dc fstartS          0x3d917e82 (0.071042)
WREG_L           547309 0x2000e0 fdSdX            0x3b258814 (0.002526)
WREG_L           547309 0x2000e4 fdSdY            0x3a8ec338 (0.001089)
WREG_L           547334 0x2000e8 fstartT          0x3e38efa1 (0.180602)
WREG_L           547356 0x2000ec fdTdX            0xbbe6783c (-0.007033)
WREG_L           547356 0x2000f0 fdTdY            0xbb15a851 (-0.002284)
WREG_L           547381 0x2000f4 fstartW          0x3a8290be (0.000996)
WREG_L           547403 0x2000f8 fdWdX            0xb6eaecfe (-0.000007)
WREG_L           547403 0x2000fc fdWdY            0xb5304182 (-0.000001)
WTEX_L           547431 0xe20000 0x00000000
WREG_L           547469 0x200100 ftriangleCMD     0xc22af400
WREG_L           547516 0x000110 fbzMode          0x000b4379
WREG_L           547616 0x00008c fvertexAy        0x49400fd8
WREG_L           547616 0x000090 fvertexBx        0x49400d92
WREG_L           547616 0x000094 fvertexBy        0x49400fd8
WREG_L           547616 0x00009c fvertexCy        0x49401023
WREG_L           547730 0x000088 fvertexAx        0x49400d82
WREG_L           547730 0x000098 fvertexCx        0x49400d94
WREG_L           547803 0x2000a0 fstartR          0x42983e99 (76.122261)
WREG_L           547837 0x2000ac fstartG          0x42983e99 (76.122261)
WREG_L           547871 0x2000b8 fstartB          0x42983e99 (76.122261)
WREG_L           547905 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           547939 0x2000dc fstartS          0x3d95c309 (0.073126)
WREG_L           547973 0x2000e8 fstartT          0x3e3e5c53 (0.185899)
WREG_L           548007 0x2000f4 fstartW          0x3a86652b (0.001025)
WTEX_L           548041 0xe20000 0x00000000
WREG_L           548082 0x0000b0 fstartA          0x00000000
WREG_L           548082 0x0000d0 fdAdX            0x437f0000
WREG_L           548082 0x0000f0 fdAdY            0xc274cccd
WREG_L           548190 0x000080 triangleCMD      0x40960000
WREG_L           548225 0x000088 fvertexAx        0x49400d92
WREG_L           548225 0x000090 fvertexBx        0x49400da4
WREG_L           548225 0x000094 fvertexBy        0x49401023
WREG_L           548311 0x2000a0 fstartR          0x42983e99 (76.122261)
WREG_L           548345 0x2000ac fstartG          0x42983e99 (76.122261)
WREG_L           548379 0x2000b8 fstartB          0x42983e99 (76.122261)
WREG_L           548413 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           548447 0x2000dc fstartS          0x3d95c309 (0.073126)
WREG_L           548481 0x2000e8 fstartT          0x3e3e5c53 (0.185899)
WREG_L           548515 0x2000f4 fstartW          0x3a86652b (0.001025)
WTEX_L           548549 0xe20000 0x00000000
WREG_L           548590 0x0000d0 fdAdX            0x437f0000
WREG_L           548590 0x0000f0 fdAdY            0xc274cccd
WREG_L           548590 0x000080 triangleCMD      0x40960000
WREG_L           548703 0x000110 fbzMode          0x000b4779
WREG_L           549063 0x00010c alphaMode        0x00045110
WREG_L           549193 0x200088 fvertexAx        0x49400deb (786654.687500)
WREG_L           549268 0x20008c fvertexAy        0x49400eeb (786670.687500)
WREG_L           549268 0x200090 fvertexBx        0x49400dfc (786655.750000)
WREG_L           549268 0x200094 fvertexBy        0x49400f37 (786675.437500)
WREG_L           549268 0x200098 fvertexCx        0x49400da4 (786650.250000)
WREG_L           549268 0x20009c fvertexCy        0x49401023 (786690.187500)
WREG_L           549325 0x2000a0 fstartR          0x4281b840 (64.859863)
WREG_L           549347 0x2000a4 fdRdX            0xc1182796 (-9.509665)
WREG_L           549347 0x2000a8 fdRdY            0xc0450262 (-3.078270)
WREG_L           549372 0x2000ac fstartG          0x4281b840 (64.859863)
WREG_L           549394 0x2000b0 fdGdX            0xc1182796 (-9.509665)
WREG_L           549394 0x2000b4 fdGdY            0xc0450262 (-3.078270)
WREG_L           549419 0x2000b8 fstartB          0x4281b840 (64.859863)
WREG_L           549441 0x2000bc fdBdX            0xc1182796 (-9.509665)
WREG_L           549441 0x2000c0 fdBdY            0xc0450262 (-3.078270)
WREG_L           549466 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           549509 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L           549509 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L           549534 0x2000dc fstartS          0x3d917e82 (0.071042)
WREG_L           549556 0x2000e0 fdSdX            0x3b2215fa (0.002473)
WREG_L           549556 0x2000e4 fdSdY            0x3a8d31bf (0.001077)
WREG_L           549581 0x2000e8 fstartT          0x3e38efa1 (0.180602)
WREG_L           549603 0x2000ec fdTdX            0xbbe22425 (-0.006901)
WREG_L           549603 0x2000f0 fdTdY            0xbb13affd (-0.002254)
WREG_L           549628 0x2000f4 fstartW          0x3a8290be (0.000996)
WREG_L           549650 0x2000f8 fdWdX            0xb6e78ca2 (-0.000007)
WREG_L           549650 0x2000fc fdWdY            0xb52a1bec (-0.000001)
WTEX_L           549678 0xe20000 0x00000000
WREG_L           549716 0x200100 ftriangleCMD     0x42273000
WREG_L           549763 0x000110 fbzMode          0x000b4379
WREG_L           549863 0x00008c fvertexAy        0x49400eeb
WREG_L           549863 0x000090 fvertexBx        0x49400deb
WREG_L           549863 0x000094 fvertexBy        0x49400eeb
WREG_L           549863 0x00009c fvertexCy        0x49400f37
WREG_L           549977 0x000088 fvertexAx        0x49400dfb
WREG_L           549977 0x000098 fvertexCx        0x49400e0c
WREG_L           550051 0x2000a0 fstartR          0x4281b840 (64.859863)
WREG_L           550085 0x2000ac fstartG          0x4281b840 (64.859863)
WREG_L           550119 0x2000b8 fstartB          0x4281b840 (64.859863)
WREG_L           550153 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           550187 0x2000dc fstartS          0x3d917e82 (0.071042)
WREG_L           550221 0x2000e8 fstartT          0x3e38efa1 (0.180602)
WREG_L           550255 0x2000f4 fstartW          0x3a8290be (0.000996)
WTEX_L           550289 0xe20000 0x00000000
WREG_L           550330 0x0000b0 fstartA          0x00000000
WREG_L           550330 0x0000d0 fdAdX            0xc37f0000
WREG_L           550330 0x0000f0 fdAdY            0x4264286c
WREG_L           550429 0x000080 triangleCMD      0xc0980000
WREG_L           550464 0x000088 fvertexAx        0x49400deb
WREG_L           550464 0x000090 fvertexBx        0x49400dfc
WREG_L           550464 0x000094 fvertexBy        0x49400f37
WREG_L           550550 0x2000a0 fstartR          0x4281b840 (64.859863)
WREG_L           550584 0x2000ac fstartG          0x4281b840 (64.859863)
WREG_L           550618 0x2000b8 fstartB          0x4281b840 (64.859863)
WREG_L           550652 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L           550686 0x2000dc fstartS          0x3d917e82 (0.071042)
WREG_L           550720 0x2000e8 fstartT          0x3e38efa1 (0.180602)
WREG_L           550754 0x2000f4 fstartW          0x3a8290be (0.000996)
WTEX_L           550788 0xe20000 0x00000000
WREG_L           550829 0x0000d0 fdAdX            0xc37f0000
WREG_L           550829 0x0000f0 fdAdY            0x4264286c
WREG_L           550829 0x000080 triangleCMD      0xc0980000
WREG_L           550942 0x000110 fbzMode          0x000b4779
WREG_L           551302 0x00010c alphaMode        0x00045110
WREG_L           551432 0x200088 fvertexAx        0x49400dbf (786651.937500)
WREG_L           551507 0x20008c fvertexAy        0x49400ea3 (786666.187500)
WREG_L           551507 0x200090 fvertexBx        0x49400d63 (786646.187500)
